	(0) full language	(1) shuffled: pitch + duration	(2) in order: pitch + duration	(3) pitch	(4) duration
results_1.txt	0.5912845343207064	0.4626967830253252	0.5597765363128492		
results_2.txt	0.5869753979739508	0.42507204610951005	0.5553097345132744		
results_3.txt	0.5961593579822299	0.47194831689901395	0.5382022471910113		
results_4.txt	0.6100663716814159	0.4685792349726776	0.5496225887615319		
mean					
